Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by DTWP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","DTWP - 1 Digit Level","Count",
"Persons Place of Usual Residence","2716, NSW","30 km to less than 50 km",51
"Persons Place of Usual Residence","2716, NSW","50 km to less than 250 km",49
"Persons Place of Usual Residence","2716, NSW","250 km and over",8
"Persons Place of Usual Residence","2716, NSW","Not applicable",647
"Persons Place of Usual Residence","2716, NSW","Total",1102
"Persons Place of Usual Residence","2717, NSW","Over 0 km to less than 2.5 km",69
"Persons Place of Usual Residence","2717, NSW","Nil distance",41
"Persons Place of Usual Residence","2717, NSW","2.5 km to less than 10 km",63
"Persons Place of Usual Residence","2717, NSW","10 km to less than 30 km",206
"Persons Place of Usual Residence","2717, NSW","30 km to less than 50 km",0
"Persons Place of Usual Residence","2717, NSW","50 km to less than 250 km",12
"Persons Place of Usual Residence","2717, NSW","250 km and over",6
"Persons Place of Usual Residence","2717, NSW","Not applicable",925
"Persons Place of Usual Residence","2717, NSW","Total",1333
"Persons Place of Usual Residence","2720, NSW","Over 0 km to less than 2.5 km",1366
"Persons Place of Usual Residence","2720, NSW","Nil distance",195
"Persons Place of Usual Residence","2720, NSW","2.5 km to less than 10 km",866
"Persons Place of Usual Residence","2720, NSW","10 km to less than 30 km",299
"Persons Place of Usual Residence","2720, NSW","30 km to less than 50 km",203
"Persons Place of Usual Residence","2720, NSW","50 km to less than 250 km",167
"Persons Place of Usual Residence","2720, NSW","250 km and over",63
"Persons Place of Usual Residence","2720, NSW","Not applicable",4857
"Persons Place of Usual Residence","2720, NSW","Total",8010
"Persons Place of Usual Residence","2721, NSW","Over 0 km to less than 2.5 km",4
"Persons Place of Usual Residence","2721, NSW","Nil distance",33
"Persons Place of Usual Residence","2721, NSW","2.5 km to less than 10 km",0
"Persons Place of Usual Residence","2721, NSW","10 km to less than 30 km",10
"Persons Place of Usual Residence","2721, NSW","30 km to less than 50 km",15
"Persons Place of Usual Residence","2721, NSW","50 km to less than 250 km",30
"Persons Place of Usual Residence","2721, NSW","250 km and over",3
"Persons Place of Usual Residence","2721, NSW","Not applicable",146
"Persons Place of Usual Residence","2721, NSW","Total",239
"Persons Place of Usual Residence","2722, NSW","Over 0 km to less than 2.5 km",332
"Persons Place of Usual Residence","2722, NSW","Nil distance",141
"Persons Place of Usual Residence","2722, NSW","2.5 km to less than 10 km",304
"Persons Place of Usual Residence","2722, NSW","10 km to less than 30 km",241
"Persons Place of Usual Residence","2722, NSW","30 km to less than 50 km",183
"Persons Place of Usual Residence","2722, NSW","50 km to less than 250 km",114
"Persons Place of Usual Residence","2722, NSW","250 km and over",33
"Persons Place of Usual Residence","2722, NSW","Not applicable",1864
"Persons Place of Usual Residence","2722, NSW","Total",3207
"Persons Place of Usual Residence","2725, NSW","Over 0 km to less than 2.5 km",0
"Persons Place of Usual Residence","2725, NSW","Nil distance",26
"Persons Place of Usual Residence","2725, NSW","2.5 km to less than 10 km",9
"Persons Place of Usual Residence","2725, NSW","10 km to less than 30 km",49
"Persons Place of Usual Residence","2725, NSW","30 km to less than 50 km",17
"Persons Place of Usual Residence","2725, NSW","50 km to less than 250 km",14
"Persons Place of Usual Residence","2725, NSW","250 km and over",7
"Persons Place of Usual Residence","2725, NSW","Not applicable",245
"Persons Place of Usual Residence","2725, NSW","Total",373
"Persons Place of Usual Residence","2726, NSW","Over 0 km to less than 2.5 km",0
"Persons Place of Usual Residence","2726, NSW","Nil distance",31
"Persons Place of Usual Residence","2726, NSW","2.5 km to less than 10 km",12
"Persons Place of Usual Residence","2726, NSW","10 km to less than 30 km",16
"Persons Place of Usual Residence","2726, NSW","30 km to less than 50 km",18
"Persons Place of Usual Residence","2726, NSW","50 km to less than 250 km",22
"Persons Place of Usual Residence","2726, NSW","250 km and over",9
"Persons Place of Usual Residence","2726, NSW","Not applicable",112
"Persons Place of Usual Residence","2726, NSW","Total",219
"Persons Place of Usual Residence","2727, NSW","Over 0 km to less than 2.5 km",3
"Persons Place of Usual Residence","2727, NSW","Nil distance",55
"Persons Place of Usual Residence","2727, NSW","2.5 km to less than 10 km",4
"Persons Place of Usual Residence","2727, NSW","10 km to less than 30 km",37
"Persons Place of Usual Residence","2727, NSW","30 km to less than 50 km",58
"Persons Place of Usual Residence","2727, NSW","50 km to less than 250 km",13
"Persons Place of Usual Residence","2727, NSW","250 km and over",0
"Persons Place of Usual Residence","2727, NSW","Not applicable",188
"Persons Place of Usual Residence","2727, NSW","Total",352
"Persons Place of Usual Residence","2729, NSW","Over 0 km to less than 2.5 km",71
"Persons Place of Usual Residence","2729, NSW","Nil distance",100
"Persons Place of Usual Residence","2729, NSW","2.5 km to less than 10 km",19
"Persons Place of Usual Residence","2729, NSW","10 km to less than 30 km",350
"Persons Place of Usual Residence","2729, NSW","30 km to less than 50 km",81
"Persons Place of Usual Residence","2729, NSW","50 km to less than 250 km",65
"Persons Place of Usual Residence","2729, NSW","250 km and over",23
"Persons Place of Usual Residence","2729, NSW","Not applicable",986
"Persons Place of Usual Residence","2729, NSW","Total",1696
"Persons Place of Usual Residence","2730, NSW","Over 0 km to less than 2.5 km",154
"Persons Place of Usual Residence","2730, NSW","Nil distance",55
"Persons Place of Usual Residence","2730, NSW","2.5 km to less than 10 km",68
"Persons Place of Usual Residence","2730, NSW","10 km to less than 30 km",91
"Persons Place of Usual Residence","2730, NSW","30 km to less than 50 km",144
"Persons Place of Usual Residence","2730, NSW","50 km to less than 250 km",26
"Persons Place of Usual Residence","2730, NSW","250 km and over",12
"Persons Place of Usual Residence","2730, NSW","Not applicable",841
"Persons Place of Usual Residence","2730, NSW","Total",1385
"Persons Place of Usual Residence","2731, NSW","Over 0 km to less than 2.5 km",379
"Persons Place of Usual Residence","2731, NSW","Nil distance",242
"Persons Place of Usual Residence","2731, NSW","2.5 km to less than 10 km",1386
"Persons Place of Usual Residence","2731, NSW","10 km to less than 30 km",192
"Persons Place of Usual Residence","2731, NSW","30 km to less than 50 km",144
"Persons Place of Usual Residence","2731, NSW","50 km to less than 250 km",244
"Persons Place of Usual Residence","2731, NSW","250 km and over",35
"Persons Place of Usual Residence","2731, NSW","Not applicable",3790
"Persons Place of Usual Residence","2731, NSW","Total",6407
"Persons Place of Usual Residence","2732, NSW","Over 0 km to less than 2.5 km",220
"Persons Place of Usual Residence","2732, NSW","Nil distance",93
"Persons Place of Usual Residence","2732, NSW","2.5 km to less than 10 km",87
"Persons Place of Usual Residence","2732, NSW","10 km to less than 30 km",101
"Persons Place of Usual Residence","2732, NSW","30 km to less than 50 km",68
"Persons Place of Usual Residence","2732, NSW","50 km to less than 250 km",117
"Persons Place of Usual Residence","2732, NSW","250 km and over",15
"Persons Place of Usual Residence","2732, NSW","Not applicable",1085
"Persons Place of Usual Residence","2732, NSW","Total",1776
"Persons Place of Usual Residence","2733, NSW","Over 0 km to less than 2.5 km",33
"Persons Place of Usual Residence","2733, NSW","Nil distance",46
"Persons Place of Usual Residence","2733, NSW","2.5 km to less than 10 km",39
"Persons Place of Usual Residence","2733, NSW","10 km to less than 30 km",15
"Persons Place of Usual Residence","2733, NSW","30 km to less than 50 km",31
"Persons Place of Usual Residence","2733, NSW","50 km to less than 250 km",68
"Persons Place of Usual Residence","2733, NSW","250 km and over",14
"Persons Place of Usual Residence","2733, NSW","Not applicable",301
"Persons Place of Usual Residence","2733, NSW","Total",541
"Persons Place of Usual Residence","2734, NSW","Over 0 km to less than 2.5 km",0
"Persons Place of Usual Residence","2734, NSW","Nil distance",51
"Persons Place of Usual Residence","2734, NSW","2.5 km to less than 10 km",83
"Persons Place of Usual Residence","2734, NSW","10 km to less than 30 km",16
"Persons Place of Usual Residence","2734, NSW","30 km to less than 50 km",18
"Persons Place of Usual Residence","2734, NSW","50 km to less than 250 km",42
"Persons Place of Usual Residence","2734, NSW","250 km and over",7
"Persons Place of Usual Residence","2734, NSW","Not applicable",240
"Persons Place of Usual Residence","2734, NSW","Total",456
"Persons Place of Usual Residence","2735, NSW","Over 0 km to less than 2.5 km",5
"Persons Place of Usual Residence","2735, NSW","Nil distance",31
"Persons Place of Usual Residence","2735, NSW","2.5 km to less than 10 km",3
"Persons Place of Usual Residence","2735, NSW","10 km to less than 30 km",39
"Persons Place of Usual Residence","2735, NSW","30 km to less than 50 km",59
"Persons Place of Usual Residence","2735, NSW","50 km to less than 250 km",33
"Persons Place of Usual Residence","2735, NSW","250 km and over",7
"Persons Place of Usual Residence","2735, NSW","Not applicable",268
"Persons Place of Usual Residence","2735, NSW","Total",446
"Persons Place of Usual Residence","2736, NSW","Over 0 km to less than 2.5 km",17
"Persons Place of Usual Residence","2736, NSW","Nil distance",54
"Persons Place of Usual Residence","2736, NSW","2.5 km to less than 10 km",17
"Persons Place of Usual Residence","2736, NSW","10 km to less than 30 km",21
"Persons Place of Usual Residence","2736, NSW","30 km to less than 50 km",29
"Persons Place of Usual Residence","2736, NSW","50 km to less than 250 km",23
"Persons Place of Usual Residence","2736, NSW","250 km and over",3
"Persons Place of Usual Residence","2736, NSW","Not applicable",221
"Persons Place of Usual Residence","2736, NSW","Total",375
"Persons Place of Usual Residence","2737, NSW","Over 0 km to less than 2.5 km",19
"Persons Place of Usual Residence","2737, NSW","Nil distance",48
"Persons Place of Usual Residence","2737, NSW","2.5 km to less than 10 km",133
"Persons Place of Usual Residence","2737, NSW","10 km to less than 30 km",25
"Persons Place of Usual Residence","2737, NSW","30 km to less than 50 km",11
"Persons Place of Usual Residence","2737, NSW","50 km to less than 250 km",86
"Persons Place of Usual Residence","2737, NSW","250 km and over",5
"Persons Place of Usual Residence","2737, NSW","Not applicable",505
"Persons Place of Usual Residence","2737, NSW","Total",839
"Persons Place of Usual Residence","2738, NSW","Over 0 km to less than 2.5 km",54
"Persons Place of Usual Residence","2738, NSW","Nil distance",79
"Persons Place of Usual Residence","2738, NSW","2.5 km to less than 10 km",371
"Persons Place of Usual Residence","2738, NSW","10 km to less than 30 km",184
"Persons Place of Usual Residence","2738, NSW","30 km to less than 50 km",19
"Persons Place of Usual Residence","2738, NSW","50 km to less than 250 km",39
"Persons Place of Usual Residence","2738, NSW","250 km and over",17
"Persons Place of Usual Residence","2738, NSW","Not applicable",892
"Persons Place of Usual Residence","2738, NSW","Total",1661
"Persons Place of Usual Residence","2739, NSW","Over 0 km to less than 2.5 km",42
"Persons Place of Usual Residence","2739, NSW","Nil distance",28
"Persons Place of Usual Residence","2739, NSW","2.5 km to less than 10 km",334
"Persons Place of Usual Residence","2739, NSW","10 km to less than 30 km",137
"Persons Place of Usual Residence","2739, NSW","30 km to less than 50 km",13
"Persons Place of Usual Residence","2739, NSW","50 km to less than 250 km",20
"Persons Place of Usual Residence","2739, NSW","250 km and over",10
"Persons Place of Usual Residence","2739, NSW","Not applicable",814
"Persons Place of Usual Residence","2739, NSW","Total",1397
"Persons Place of Usual Residence","2745, NSW","Over 0 km to less than 2.5 km",626
"Persons Place of Usual Residence","2745, NSW","Nil distance",891
"Persons Place of Usual Residence","2745, NSW","2.5 km to less than 10 km",3725
"Persons Place of Usual Residence","2745, NSW","10 km to less than 30 km",4375
"Persons Place of Usual Residence","2745, NSW","30 km to less than 50 km",3815
"Persons Place of Usual Residence","2745, NSW","50 km to less than 250 km",1603
"Persons Place of Usual Residence","2745, NSW","250 km and over",75
"Persons Place of Usual Residence","2745, NSW","Not applicable",14393
"Persons Place of Usual Residence","2745, NSW","Total",29503
"Persons Place of Usual Residence","2747, NSW","Over 0 km to less than 2.5 km",1121
"Persons Place of Usual Residence","2747, NSW","Nil distance",812
"Persons Place of Usual Residence","2747, NSW","2.5 km to less than 10 km",5603
"Persons Place of Usual Residence","2747, NSW","10 km to less than 30 km",6600
"Persons Place of Usual Residence","2747, NSW","30 km to less than 50 km",3754
"Persons Place of Usual Residence","2747, NSW","50 km to less than 250 km",1534
"Persons Place of Usual Residence","2747, NSW","250 km and over",107
"Persons Place of Usual Residence","2747, NSW","Not applicable",22903
"Persons Place of Usual Residence","2747, NSW","Total",42421
"Persons Place of Usual Residence","2748, NSW","Over 0 km to less than 2.5 km",37
"Persons Place of Usual Residence","2748, NSW","Nil distance",94
"Persons Place of Usual Residence","2748, NSW","2.5 km to less than 10 km",295
"Persons Place of Usual Residence","2748, NSW","10 km to less than 30 km",294
"Persons Place of Usual Residence","2748, NSW","30 km to less than 50 km",122
"Persons Place of Usual Residence","2748, NSW","50 km to less than 250 km",56
