Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by HRWRP Hours Worked (ranges)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","HRWRP Hours Worked (ranges)","Count",
"Persons Place of Usual Residence","2463, NSW","Not applicable",4921
"Persons Place of Usual Residence","2464, NSW","None",110
"Persons Place of Usual Residence","2464, NSW","1-15 hours",327
"Persons Place of Usual Residence","2464, NSW","16-24 hours",289
"Persons Place of Usual Residence","2464, NSW","25-34 hours",333
"Persons Place of Usual Residence","2464, NSW","35-39 hours",357
"Persons Place of Usual Residence","2464, NSW","40 hours",270
"Persons Place of Usual Residence","2464, NSW","41-48 hours",160
"Persons Place of Usual Residence","2464, NSW","49 hours and over",320
"Persons Place of Usual Residence","2464, NSW","Not stated",58
"Persons Place of Usual Residence","2464, NSW","Not applicable",4506
"Persons Place of Usual Residence","2465, NSW","None",0
"Persons Place of Usual Residence","2465, NSW","1-15 hours",13
"Persons Place of Usual Residence","2465, NSW","16-24 hours",12
"Persons Place of Usual Residence","2465, NSW","25-34 hours",23
"Persons Place of Usual Residence","2465, NSW","35-39 hours",10
"Persons Place of Usual Residence","2465, NSW","40 hours",21
"Persons Place of Usual Residence","2465, NSW","41-48 hours",15
"Persons Place of Usual Residence","2465, NSW","49 hours and over",17
"Persons Place of Usual Residence","2465, NSW","Not stated",5
"Persons Place of Usual Residence","2465, NSW","Not applicable",172
"Persons Place of Usual Residence","2466, NSW","None",17
"Persons Place of Usual Residence","2466, NSW","1-15 hours",70
"Persons Place of Usual Residence","2466, NSW","16-24 hours",62
"Persons Place of Usual Residence","2466, NSW","25-34 hours",54
"Persons Place of Usual Residence","2466, NSW","35-39 hours",50
"Persons Place of Usual Residence","2466, NSW","40 hours",41
"Persons Place of Usual Residence","2466, NSW","41-48 hours",29
"Persons Place of Usual Residence","2466, NSW","49 hours and over",51
"Persons Place of Usual Residence","2466, NSW","Not stated",11
"Persons Place of Usual Residence","2466, NSW","Not applicable",1342
"Persons Place of Usual Residence","2469, NSW","None",44
"Persons Place of Usual Residence","2469, NSW","1-15 hours",165
"Persons Place of Usual Residence","2469, NSW","16-24 hours",166
"Persons Place of Usual Residence","2469, NSW","25-34 hours",195
"Persons Place of Usual Residence","2469, NSW","35-39 hours",161
"Persons Place of Usual Residence","2469, NSW","40 hours",184
"Persons Place of Usual Residence","2469, NSW","41-48 hours",86
"Persons Place of Usual Residence","2469, NSW","49 hours and over",258
"Persons Place of Usual Residence","2469, NSW","Not stated",25
"Persons Place of Usual Residence","2469, NSW","Not applicable",2721
"Persons Place of Usual Residence","2470, NSW","None",197
"Persons Place of Usual Residence","2470, NSW","1-15 hours",625
"Persons Place of Usual Residence","2470, NSW","16-24 hours",610
"Persons Place of Usual Residence","2470, NSW","25-34 hours",897
"Persons Place of Usual Residence","2470, NSW","35-39 hours",1091
"Persons Place of Usual Residence","2470, NSW","40 hours",867
"Persons Place of Usual Residence","2470, NSW","41-48 hours",381
"Persons Place of Usual Residence","2470, NSW","49 hours and over",689
"Persons Place of Usual Residence","2470, NSW","Not stated",159
"Persons Place of Usual Residence","2470, NSW","Not applicable",9701
"Persons Place of Usual Residence","2471, NSW","None",36
"Persons Place of Usual Residence","2471, NSW","1-15 hours",113
"Persons Place of Usual Residence","2471, NSW","16-24 hours",106
"Persons Place of Usual Residence","2471, NSW","25-34 hours",131
"Persons Place of Usual Residence","2471, NSW","35-39 hours",184
"Persons Place of Usual Residence","2471, NSW","40 hours",144
"Persons Place of Usual Residence","2471, NSW","41-48 hours",66
"Persons Place of Usual Residence","2471, NSW","49 hours and over",156
"Persons Place of Usual Residence","2471, NSW","Not stated",22
"Persons Place of Usual Residence","2471, NSW","Not applicable",1558
"Persons Place of Usual Residence","2472, NSW","None",25
"Persons Place of Usual Residence","2472, NSW","1-15 hours",91
"Persons Place of Usual Residence","2472, NSW","16-24 hours",78
"Persons Place of Usual Residence","2472, NSW","25-34 hours",104
"Persons Place of Usual Residence","2472, NSW","35-39 hours",144
"Persons Place of Usual Residence","2472, NSW","40 hours",91
"Persons Place of Usual Residence","2472, NSW","41-48 hours",53
"Persons Place of Usual Residence","2472, NSW","49 hours and over",122
"Persons Place of Usual Residence","2472, NSW","Not stated",22
"Persons Place of Usual Residence","2472, NSW","Not applicable",1124
"Persons Place of Usual Residence","2473, NSW","None",36
"Persons Place of Usual Residence","2473, NSW","1-15 hours",165
"Persons Place of Usual Residence","2473, NSW","16-24 hours",119
"Persons Place of Usual Residence","2473, NSW","25-34 hours",171
"Persons Place of Usual Residence","2473, NSW","35-39 hours",206
"Persons Place of Usual Residence","2473, NSW","40 hours",145
"Persons Place of Usual Residence","2473, NSW","41-48 hours",101
"Persons Place of Usual Residence","2473, NSW","49 hours and over",125
"Persons Place of Usual Residence","2473, NSW","Not stated",29
"Persons Place of Usual Residence","2473, NSW","Not applicable",1990
"Persons Place of Usual Residence","2474, NSW","None",91
"Persons Place of Usual Residence","2474, NSW","1-15 hours",316
"Persons Place of Usual Residence","2474, NSW","16-24 hours",258
"Persons Place of Usual Residence","2474, NSW","25-34 hours",335
"Persons Place of Usual Residence","2474, NSW","35-39 hours",370
"Persons Place of Usual Residence","2474, NSW","40 hours",334
"Persons Place of Usual Residence","2474, NSW","41-48 hours",158
"Persons Place of Usual Residence","2474, NSW","49 hours and over",366
"Persons Place of Usual Residence","2474, NSW","Not stated",61
"Persons Place of Usual Residence","2474, NSW","Not applicable",4030
"Persons Place of Usual Residence","2475, NSW","None",9
"Persons Place of Usual Residence","2475, NSW","1-15 hours",11
"Persons Place of Usual Residence","2475, NSW","16-24 hours",8
"Persons Place of Usual Residence","2475, NSW","25-34 hours",12
"Persons Place of Usual Residence","2475, NSW","35-39 hours",11
"Persons Place of Usual Residence","2475, NSW","40 hours",13
"Persons Place of Usual Residence","2475, NSW","41-48 hours",3
"Persons Place of Usual Residence","2475, NSW","49 hours and over",34
"Persons Place of Usual Residence","2475, NSW","Not stated",10
"Persons Place of Usual Residence","2475, NSW","Not applicable",276
"Persons Place of Usual Residence","2476, NSW","None",9
"Persons Place of Usual Residence","2476, NSW","1-15 hours",49
"Persons Place of Usual Residence","2476, NSW","16-24 hours",34
"Persons Place of Usual Residence","2476, NSW","25-34 hours",30
"Persons Place of Usual Residence","2476, NSW","35-39 hours",37
"Persons Place of Usual Residence","2476, NSW","40 hours",43
"Persons Place of Usual Residence","2476, NSW","41-48 hours",24
"Persons Place of Usual Residence","2476, NSW","49 hours and over",80
"Persons Place of Usual Residence","2476, NSW","Not stated",7
"Persons Place of Usual Residence","2476, NSW","Not applicable",467
"Persons Place of Usual Residence","2477, NSW","None",173
"Persons Place of Usual Residence","2477, NSW","1-15 hours",675
"Persons Place of Usual Residence","2477, NSW","16-24 hours",621
"Persons Place of Usual Residence","2477, NSW","25-34 hours",756
"Persons Place of Usual Residence","2477, NSW","35-39 hours",1007
"Persons Place of Usual Residence","2477, NSW","40 hours",761
"Persons Place of Usual Residence","2477, NSW","41-48 hours",361
"Persons Place of Usual Residence","2477, NSW","49 hours and over",680
"Persons Place of Usual Residence","2477, NSW","Not stated",89
"Persons Place of Usual Residence","2477, NSW","Not applicable",7076
"Persons Place of Usual Residence","2478, NSW","None",402
"Persons Place of Usual Residence","2478, NSW","1-15 hours",1575
"Persons Place of Usual Residence","2478, NSW","16-24 hours",1468
"Persons Place of Usual Residence","2478, NSW","25-34 hours",1799
"Persons Place of Usual Residence","2478, NSW","35-39 hours",2191
"Persons Place of Usual Residence","2478, NSW","40 hours",1720
"Persons Place of Usual Residence","2478, NSW","41-48 hours",819
"Persons Place of Usual Residence","2478, NSW","49 hours and over",1528
"Persons Place of Usual Residence","2478, NSW","Not stated",237
"Persons Place of Usual Residence","2478, NSW","Not applicable",16580
"Persons Place of Usual Residence","2479, NSW","None",89
"Persons Place of Usual Residence","2479, NSW","1-15 hours",340
"Persons Place of Usual Residence","2479, NSW","16-24 hours",296
"Persons Place of Usual Residence","2479, NSW","25-34 hours",370
"Persons Place of Usual Residence","2479, NSW","35-39 hours",249
"Persons Place of Usual Residence","2479, NSW","40 hours",360
"Persons Place of Usual Residence","2479, NSW","41-48 hours",151
"Persons Place of Usual Residence","2479, NSW","49 hours and over",316
"Persons Place of Usual Residence","2479, NSW","Not stated",49
"Persons Place of Usual Residence","2479, NSW","Not applicable",2511
"Persons Place of Usual Residence","2480, NSW","None",627
"Persons Place of Usual Residence","2480, NSW","1-15 hours",2589
"Persons Place of Usual Residence","2480, NSW","16-24 hours",2147
"Persons Place of Usual Residence","2480, NSW","25-34 hours",2866
"Persons Place of Usual Residence","2480, NSW","35-39 hours",3763
"Persons Place of Usual Residence","2480, NSW","40 hours",2755
"Persons Place of Usual Residence","2480, NSW","41-48 hours",1355
"Persons Place of Usual Residence","2480, NSW","49 hours and over",2285
"Persons Place of Usual Residence","2480, NSW","Not stated",350
"Persons Place of Usual Residence","2480, NSW","Not applicable",25854
"Persons Place of Usual Residence","2481, NSW","None",176
"Persons Place of Usual Residence","2481, NSW","1-15 hours",849
"Persons Place of Usual Residence","2481, NSW","16-24 hours",782
"Persons Place of Usual Residence","2481, NSW","25-34 hours",893
"Persons Place of Usual Residence","2481, NSW","35-39 hours",724
"Persons Place of Usual Residence","2481, NSW","40 hours",792
"Persons Place of Usual Residence","2481, NSW","41-48 hours",311
"Persons Place of Usual Residence","2481, NSW","49 hours and over",640
"Persons Place of Usual Residence","2481, NSW","Not stated",126
"Persons Place of Usual Residence","2481, NSW","Not applicable",6467
"Persons Place of Usual Residence","2482, NSW","None",102
"Persons Place of Usual Residence","2482, NSW","1-15 hours",449
"Persons Place of Usual Residence","2482, NSW","16-24 hours",357
"Persons Place of Usual Residence","2482, NSW","25-34 hours",428
"Persons Place of Usual Residence","2482, NSW","35-39 hours",296
"Persons Place of Usual Residence","2482, NSW","40 hours",304
"Persons Place of Usual Residence","2482, NSW","41-48 hours",121
"Persons Place of Usual Residence","2482, NSW","49 hours and over",266
"Persons Place of Usual Residence","2482, NSW","Not stated",64
"Persons Place of Usual Residence","2482, NSW","Not applicable",3893
"Persons Place of Usual Residence","2483, NSW","None",171
"Persons Place of Usual Residence","2483, NSW","1-15 hours",715
"Persons Place of Usual Residence","2483, NSW","16-24 hours",669
"Persons Place of Usual Residence","2483, NSW","25-34 hours",779
"Persons Place of Usual Residence","2483, NSW","35-39 hours",672
"Persons Place of Usual Residence","2483, NSW","40 hours",594
"Persons Place of Usual Residence","2483, NSW","41-48 hours",262
"Persons Place of Usual Residence","2483, NSW","49 hours and over",510
"Persons Place of Usual Residence","2483, NSW","Not stated",116
"Persons Place of Usual Residence","2483, NSW","Not applicable",6118
"Persons Place of Usual Residence","2484, NSW","None",295
"Persons Place of Usual Residence","2484, NSW","1-15 hours",1056
"Persons Place of Usual Residence","2484, NSW","16-24 hours",905
"Persons Place of Usual Residence","2484, NSW","25-34 hours",1042
"Persons Place of Usual Residence","2484, NSW","35-39 hours",1226
"Persons Place of Usual Residence","2484, NSW","40 hours",1026
"Persons Place of Usual Residence","2484, NSW","41-48 hours",499
"Persons Place of Usual Residence","2484, NSW","49 hours and over",1040
"Persons Place of Usual Residence","2484, NSW","Not stated",202
"Persons Place of Usual Residence","2484, NSW","Not applicable",11579
"Persons Place of Usual Residence","2485, NSW","None",180
"Persons Place of Usual Residence","2485, NSW","1-15 hours",665
"Persons Place of Usual Residence","2485, NSW","16-24 hours",594
"Persons Place of Usual Residence","2485, NSW","25-34 hours",802
"Persons Place of Usual Residence","2485, NSW","35-39 hours",939
"Persons Place of Usual Residence","2485, NSW","40 hours",807
"Persons Place of Usual Residence","2485, NSW","41-48 hours",336
"Persons Place of Usual Residence","2485, NSW","49 hours and over",599
"Persons Place of Usual Residence","2485, NSW","Not stated",121
"Persons Place of Usual Residence","2485, NSW","Not applicable",9334
"Persons Place of Usual Residence","2486, NSW","None",431
"Persons Place of Usual Residence","2486, NSW","1-15 hours",1747
"Persons Place of Usual Residence","2486, NSW","16-24 hours",1369
"Persons Place of Usual Residence","2486, NSW","25-34 hours",1955
"Persons Place of Usual Residence","2486, NSW","35-39 hours",2297
"Persons Place of Usual Residence","2486, NSW","40 hours",1845
"Persons Place of Usual Residence","2486, NSW","41-48 hours",893
"Persons Place of Usual Residence","2486, NSW","49 hours and over",1584
"Persons Place of Usual Residence","2486, NSW","Not stated",243
"Persons Place of Usual Residence","2486, NSW","Not applicable",19237
"Persons Place of Usual Residence","2487, NSW","None",180
"Persons Place of Usual Residence","2487, NSW","1-15 hours",808
"Persons Place of Usual Residence","2487, NSW","16-24 hours",651
"Persons Place of Usual Residence","2487, NSW","25-34 hours",839
"Persons Place of Usual Residence","2487, NSW","35-39 hours",850
"Persons Place of Usual Residence","2487, NSW","40 hours",861
"Persons Place of Usual Residence","2487, NSW","41-48 hours",406
"Persons Place of Usual Residence","2487, NSW","49 hours and over",913
"Persons Place of Usual Residence","2487, NSW","Not stated",106
"Persons Place of Usual Residence","2487, NSW","Not applicable",7820
"Persons Place of Usual Residence","2488, NSW","None",50
"Persons Place of Usual Residence","2488, NSW","1-15 hours",203
"Persons Place of Usual Residence","2488, NSW","16-24 hours",178
