Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","AGE5P - Age in Five Year Groups","Count",
"Persons Place of Usual Residence","2783, NSW","55-59 years",246
"Persons Place of Usual Residence","2783, NSW","60-64 years",214
"Persons Place of Usual Residence","2783, NSW","65-69 years",166
"Persons Place of Usual Residence","2783, NSW","70-74 years",101
"Persons Place of Usual Residence","2783, NSW","75-79 years",72
"Persons Place of Usual Residence","2783, NSW","80-84 years",53
"Persons Place of Usual Residence","2783, NSW","85-89 years",32
"Persons Place of Usual Residence","2783, NSW","90-94 years",8
"Persons Place of Usual Residence","2783, NSW","95-99 years",5
"Persons Place of Usual Residence","2783, NSW","100 years and over",0
"Persons Place of Usual Residence","2783, NSW","Total",2612
"Persons Place of Usual Residence","2784, NSW","0-4 years",81
"Persons Place of Usual Residence","2784, NSW","5-9 years",75
"Persons Place of Usual Residence","2784, NSW","10-14 years",73
"Persons Place of Usual Residence","2784, NSW","15-19 years",79
"Persons Place of Usual Residence","2784, NSW","20-24 years",48
"Persons Place of Usual Residence","2784, NSW","25-29 years",53
"Persons Place of Usual Residence","2784, NSW","30-34 years",55
"Persons Place of Usual Residence","2784, NSW","35-39 years",77
"Persons Place of Usual Residence","2784, NSW","40-44 years",88
"Persons Place of Usual Residence","2784, NSW","45-49 years",111
"Persons Place of Usual Residence","2784, NSW","50-54 years",106
"Persons Place of Usual Residence","2784, NSW","55-59 years",95
"Persons Place of Usual Residence","2784, NSW","60-64 years",81
"Persons Place of Usual Residence","2784, NSW","65-69 years",91
"Persons Place of Usual Residence","2784, NSW","70-74 years",55
"Persons Place of Usual Residence","2784, NSW","75-79 years",23
"Persons Place of Usual Residence","2784, NSW","80-84 years",19
"Persons Place of Usual Residence","2784, NSW","85-89 years",3
"Persons Place of Usual Residence","2784, NSW","90-94 years",4
"Persons Place of Usual Residence","2784, NSW","95-99 years",0
"Persons Place of Usual Residence","2784, NSW","100 years and over",0
"Persons Place of Usual Residence","2784, NSW","Total",1232
"Persons Place of Usual Residence","2785, NSW","0-4 years",228
"Persons Place of Usual Residence","2785, NSW","5-9 years",262
"Persons Place of Usual Residence","2785, NSW","10-14 years",220
"Persons Place of Usual Residence","2785, NSW","15-19 years",168
"Persons Place of Usual Residence","2785, NSW","20-24 years",141
"Persons Place of Usual Residence","2785, NSW","25-29 years",168
"Persons Place of Usual Residence","2785, NSW","30-34 years",179
"Persons Place of Usual Residence","2785, NSW","35-39 years",205
"Persons Place of Usual Residence","2785, NSW","40-44 years",293
"Persons Place of Usual Residence","2785, NSW","45-49 years",310
"Persons Place of Usual Residence","2785, NSW","50-54 years",384
"Persons Place of Usual Residence","2785, NSW","55-59 years",400
"Persons Place of Usual Residence","2785, NSW","60-64 years",415
"Persons Place of Usual Residence","2785, NSW","65-69 years",415
"Persons Place of Usual Residence","2785, NSW","70-74 years",347
"Persons Place of Usual Residence","2785, NSW","75-79 years",200
"Persons Place of Usual Residence","2785, NSW","80-84 years",122
"Persons Place of Usual Residence","2785, NSW","85-89 years",66
"Persons Place of Usual Residence","2785, NSW","90-94 years",18
"Persons Place of Usual Residence","2785, NSW","95-99 years",4
"Persons Place of Usual Residence","2785, NSW","100 years and over",0
"Persons Place of Usual Residence","2785, NSW","Total",4545
"Persons Place of Usual Residence","2786, NSW","0-4 years",65
"Persons Place of Usual Residence","2786, NSW","5-9 years",64
"Persons Place of Usual Residence","2786, NSW","10-14 years",72
"Persons Place of Usual Residence","2786, NSW","15-19 years",76
"Persons Place of Usual Residence","2786, NSW","20-24 years",42
"Persons Place of Usual Residence","2786, NSW","25-29 years",62
"Persons Place of Usual Residence","2786, NSW","30-34 years",67
"Persons Place of Usual Residence","2786, NSW","35-39 years",66
"Persons Place of Usual Residence","2786, NSW","40-44 years",86
"Persons Place of Usual Residence","2786, NSW","45-49 years",105
"Persons Place of Usual Residence","2786, NSW","50-54 years",96
"Persons Place of Usual Residence","2786, NSW","55-59 years",94
"Persons Place of Usual Residence","2786, NSW","60-64 years",105
"Persons Place of Usual Residence","2786, NSW","65-69 years",96
"Persons Place of Usual Residence","2786, NSW","70-74 years",81
"Persons Place of Usual Residence","2786, NSW","75-79 years",59
"Persons Place of Usual Residence","2786, NSW","80-84 years",24
"Persons Place of Usual Residence","2786, NSW","85-89 years",17
"Persons Place of Usual Residence","2786, NSW","90-94 years",8
"Persons Place of Usual Residence","2786, NSW","95-99 years",0
"Persons Place of Usual Residence","2786, NSW","100 years and over",0
"Persons Place of Usual Residence","2786, NSW","Total",1290
"Persons Place of Usual Residence","2787, NSW","0-4 years",258
"Persons Place of Usual Residence","2787, NSW","5-9 years",260
"Persons Place of Usual Residence","2787, NSW","10-14 years",240
"Persons Place of Usual Residence","2787, NSW","15-19 years",282
"Persons Place of Usual Residence","2787, NSW","20-24 years",279
"Persons Place of Usual Residence","2787, NSW","25-29 years",234
"Persons Place of Usual Residence","2787, NSW","30-34 years",197
"Persons Place of Usual Residence","2787, NSW","35-39 years",224
"Persons Place of Usual Residence","2787, NSW","40-44 years",225
"Persons Place of Usual Residence","2787, NSW","45-49 years",312
"Persons Place of Usual Residence","2787, NSW","50-54 years",290
"Persons Place of Usual Residence","2787, NSW","55-59 years",292
"Persons Place of Usual Residence","2787, NSW","60-64 years",332
"Persons Place of Usual Residence","2787, NSW","65-69 years",373
"Persons Place of Usual Residence","2787, NSW","70-74 years",286
"Persons Place of Usual Residence","2787, NSW","75-79 years",149
"Persons Place of Usual Residence","2787, NSW","80-84 years",114
"Persons Place of Usual Residence","2787, NSW","85-89 years",62
"Persons Place of Usual Residence","2787, NSW","90-94 years",32
"Persons Place of Usual Residence","2787, NSW","95-99 years",5
"Persons Place of Usual Residence","2787, NSW","100 years and over",3
"Persons Place of Usual Residence","2787, NSW","Total",4450
"Persons Place of Usual Residence","2790, NSW","0-4 years",884
"Persons Place of Usual Residence","2790, NSW","5-9 years",874
"Persons Place of Usual Residence","2790, NSW","10-14 years",829
"Persons Place of Usual Residence","2790, NSW","15-19 years",900
"Persons Place of Usual Residence","2790, NSW","20-24 years",867
"Persons Place of Usual Residence","2790, NSW","25-29 years",916
"Persons Place of Usual Residence","2790, NSW","30-34 years",841
"Persons Place of Usual Residence","2790, NSW","35-39 years",747
"Persons Place of Usual Residence","2790, NSW","40-44 years",991
"Persons Place of Usual Residence","2790, NSW","45-49 years",977
"Persons Place of Usual Residence","2790, NSW","50-54 years",1152
"Persons Place of Usual Residence","2790, NSW","55-59 years",1186
"Persons Place of Usual Residence","2790, NSW","60-64 years",1044
"Persons Place of Usual Residence","2790, NSW","65-69 years",1101
"Persons Place of Usual Residence","2790, NSW","70-74 years",928
"Persons Place of Usual Residence","2790, NSW","75-79 years",652
"Persons Place of Usual Residence","2790, NSW","80-84 years",446
"Persons Place of Usual Residence","2790, NSW","85-89 years",275
"Persons Place of Usual Residence","2790, NSW","90-94 years",118
"Persons Place of Usual Residence","2790, NSW","95-99 years",24
"Persons Place of Usual Residence","2790, NSW","100 years and over",0
"Persons Place of Usual Residence","2790, NSW","Total",15763
"Persons Place of Usual Residence","2791, NSW","0-4 years",11
"Persons Place of Usual Residence","2791, NSW","5-9 years",18
"Persons Place of Usual Residence","2791, NSW","10-14 years",16
"Persons Place of Usual Residence","2791, NSW","15-19 years",10
"Persons Place of Usual Residence","2791, NSW","20-24 years",10
"Persons Place of Usual Residence","2791, NSW","25-29 years",17
"Persons Place of Usual Residence","2791, NSW","30-34 years",6
"Persons Place of Usual Residence","2791, NSW","35-39 years",7
"Persons Place of Usual Residence","2791, NSW","40-44 years",16
"Persons Place of Usual Residence","2791, NSW","45-49 years",26
"Persons Place of Usual Residence","2791, NSW","50-54 years",26
"Persons Place of Usual Residence","2791, NSW","55-59 years",29
"Persons Place of Usual Residence","2791, NSW","60-64 years",37
"Persons Place of Usual Residence","2791, NSW","65-69 years",28
"Persons Place of Usual Residence","2791, NSW","70-74 years",20
"Persons Place of Usual Residence","2791, NSW","75-79 years",33
"Persons Place of Usual Residence","2791, NSW","80-84 years",21
"Persons Place of Usual Residence","2791, NSW","85-89 years",15
"Persons Place of Usual Residence","2791, NSW","90-94 years",3
"Persons Place of Usual Residence","2791, NSW","95-99 years",0
"Persons Place of Usual Residence","2791, NSW","100 years and over",0
"Persons Place of Usual Residence","2791, NSW","Total",344
"Persons Place of Usual Residence","2792, NSW","0-4 years",19
"Persons Place of Usual Residence","2792, NSW","5-9 years",22
"Persons Place of Usual Residence","2792, NSW","10-14 years",22
"Persons Place of Usual Residence","2792, NSW","15-19 years",22
"Persons Place of Usual Residence","2792, NSW","20-24 years",9
"Persons Place of Usual Residence","2792, NSW","25-29 years",12
"Persons Place of Usual Residence","2792, NSW","30-34 years",14
"Persons Place of Usual Residence","2792, NSW","35-39 years",25
"Persons Place of Usual Residence","2792, NSW","40-44 years",33
"Persons Place of Usual Residence","2792, NSW","45-49 years",24
"Persons Place of Usual Residence","2792, NSW","50-54 years",35
"Persons Place of Usual Residence","2792, NSW","55-59 years",30
"Persons Place of Usual Residence","2792, NSW","60-64 years",38
"Persons Place of Usual Residence","2792, NSW","65-69 years",28
"Persons Place of Usual Residence","2792, NSW","70-74 years",22
"Persons Place of Usual Residence","2792, NSW","75-79 years",21
"Persons Place of Usual Residence","2792, NSW","80-84 years",18
"Persons Place of Usual Residence","2792, NSW","85-89 years",8
"Persons Place of Usual Residence","2792, NSW","90-94 years",0
"Persons Place of Usual Residence","2792, NSW","95-99 years",0
"Persons Place of Usual Residence","2792, NSW","100 years and over",0
"Persons Place of Usual Residence","2792, NSW","Total",389
"Persons Place of Usual Residence","2793, NSW","0-4 years",35
"Persons Place of Usual Residence","2793, NSW","5-9 years",43
"Persons Place of Usual Residence","2793, NSW","10-14 years",50
"Persons Place of Usual Residence","2793, NSW","15-19 years",51
"Persons Place of Usual Residence","2793, NSW","20-24 years",51
"Persons Place of Usual Residence","2793, NSW","25-29 years",27
"Persons Place of Usual Residence","2793, NSW","30-34 years",37
"Persons Place of Usual Residence","2793, NSW","35-39 years",42
"Persons Place of Usual Residence","2793, NSW","40-44 years",40
"Persons Place of Usual Residence","2793, NSW","45-49 years",65
"Persons Place of Usual Residence","2793, NSW","50-54 years",72
"Persons Place of Usual Residence","2793, NSW","55-59 years",92
"Persons Place of Usual Residence","2793, NSW","60-64 years",97
"Persons Place of Usual Residence","2793, NSW","65-69 years",119
"Persons Place of Usual Residence","2793, NSW","70-74 years",78
"Persons Place of Usual Residence","2793, NSW","75-79 years",51
"Persons Place of Usual Residence","2793, NSW","80-84 years",13
"Persons Place of Usual Residence","2793, NSW","85-89 years",0
"Persons Place of Usual Residence","2793, NSW","90-94 years",0
"Persons Place of Usual Residence","2793, NSW","95-99 years",0
"Persons Place of Usual Residence","2793, NSW","100 years and over",0
"Persons Place of Usual Residence","2793, NSW","Total",975
"Persons Place of Usual Residence","2794, NSW","0-4 years",587
"Persons Place of Usual Residence","2794, NSW","5-9 years",637
"Persons Place of Usual Residence","2794, NSW","10-14 years",629
"Persons Place of Usual Residence","2794, NSW","15-19 years",624
"Persons Place of Usual Residence","2794, NSW","20-24 years",569
"Persons Place of Usual Residence","2794, NSW","25-29 years",472
"Persons Place of Usual Residence","2794, NSW","30-34 years",461
"Persons Place of Usual Residence","2794, NSW","35-39 years",506
"Persons Place of Usual Residence","2794, NSW","40-44 years",569
"Persons Place of Usual Residence","2794, NSW","45-49 years",652
"Persons Place of Usual Residence","2794, NSW","50-54 years",707
"Persons Place of Usual Residence","2794, NSW","55-59 years",696
"Persons Place of Usual Residence","2794, NSW","60-64 years",749
"Persons Place of Usual Residence","2794, NSW","65-69 years",750
"Persons Place of Usual Residence","2794, NSW","70-74 years",562
"Persons Place of Usual Residence","2794, NSW","75-79 years",509
"Persons Place of Usual Residence","2794, NSW","80-84 years",353
"Persons Place of Usual Residence","2794, NSW","85-89 years",258
"Persons Place of Usual Residence","2794, NSW","90-94 years",112
"Persons Place of Usual Residence","2794, NSW","95-99 years",27
"Persons Place of Usual Residence","2794, NSW","100 years and over",6
"Persons Place of Usual Residence","2794, NSW","Total",10426
"Persons Place of Usual Residence","2795, NSW","0-4 years",2613
"Persons Place of Usual Residence","2795, NSW","5-9 years",2873
"Persons Place of Usual Residence","2795, NSW","10-14 years",2875
"Persons Place of Usual Residence","2795, NSW","15-19 years",3066
"Persons Place of Usual Residence","2795, NSW","20-24 years",3200
"Persons Place of Usual Residence","2795, NSW","25-29 years",2736
"Persons Place of Usual Residence","2795, NSW","30-34 years",2533
"Persons Place of Usual Residence","2795, NSW","35-39 years",2381
"Persons Place of Usual Residence","2795, NSW","40-44 years",2656
"Persons Place of Usual Residence","2795, NSW","45-49 years",2780
"Persons Place of Usual Residence","2795, NSW","50-54 years",2682
"Persons Place of Usual Residence","2795, NSW","55-59 years",2677
